2021-06-04 02:55:25.382818,0,Warszawa,516,4,13:24:56,0,46.5
2021-06-04 02:55:35.608891,1,Warszawa,516,4,13:24:56,0,46.5
2021-06-04 02:55:45.608540,2,Warszawa,516,4,13:24:56,1,26.43254852294922
2021-06-04 02:55:55.492805,3,Warszawa,516,4,13:24:56,1,26.43254852294922
2021-06-04 02:56:05.445637,4,Warszawa,516,4,13:24:56,0,46.5
2021-06-04 02:59:24.609232,5,Warszawa,516,4,13:24:56,1,26.43254852294922
2021-06-04 03:11:35.560309,6,Warszawa,516,4,13:24:56,1,26.43254852294922
2021-06-04 03:13:34.679303,7,Warszawa,516,4,13:24:56,1,26.43254852294922
2021-06-04 03:15:16.981379,8,Warszawa,516,4,13:24:56,0,46.5
2021-06-05 01:17:00.062349,0,Warszawa,516,4,13:24:56,0,46.5
2021-06-05 01:28:00.092608,0,Warszawa,516,4,13:24:56,0,46.5
2021-06-05 01:28:48.111642,0,Warszawa,516,4,13:24:56,0,46.5
2021-06-05 01:28:48.122612,0,Mielec,516,5,21:40:56,0,50.5
2021-06-05 01:28:48.132585,1,Konin,620,2,09:19:51,0,50.0
2021-06-05 01:28:49.934446,2,Szczecin,360,2,06:41:12,1,47.819557189941406
2021-06-05 01:28:49.992237,3,Police,516,6,11:13:12,1,27.34330177307129
2021-06-05 01:28:50.014588,4,Warszawa,516,1,14:49:11,0,42.5
2021-06-05 01:28:50.090288,5,Gdynia,360,4,21:58:14,1,57.193084716796875
2021-06-05 01:28:50.162899,6,Szczecin,620,2,00:14:28,1,50.79832077026367
2021-06-05 01:28:50.261255,7,Gdynia,360,4,08:19:08,1,53.438682556152344
2021-06-05 01:28:50.289278,8,Gdynia,620,6,05:12:48,0,33.0
2021-06-05 01:28:50.369042,9,Radom,620,6,07:42:23,1,44.7209587097168
2021-06-05 01:28:50.397760,10,Mielec,516,3,12:51:00,0,51.0
2021-06-05 01:28:50.473543,11,Gdynia,620,0,01:21:44,1,61.70717239379883
2021-06-05 01:28:50.503964,12,Szczecin,516,1,02:22:44,0,27.5
2021-06-05 01:28:50.578252,13,Warszawa,620,3,06:49:08,1,42.81123352050781
2021-06-05 01:28:50.611705,14,Radom,620,5,05:41:12,0,50.0
2021-06-05 01:28:50.696762,15,Police,620,1,13:45:06,1,25.225507736206055
2021-06-05 01:28:50.734001,16,Mielec,516,5,10:02:36,0,50.5
2021-06-05 01:28:50.811435,17,Warszawa,516,0,13:40:18,1,31.117267608642578
2021-06-05 01:28:50.895092,18,Konin,516,5,01:50:29,1,52.528045654296875
2021-06-05 01:28:50.932882,19,Konin,360,1,02:32:18,0,45.0
2021-06-05 01:28:50.974503,20,Warszawa,516,2,12:22:19,0,51.5
2021-06-05 01:28:51.064633,21,Police,620,1,21:51:16,1,25.086023330688477
2021-06-05 01:28:51.151884,22,Kutno,360,4,18:46:07,1,49.047096252441406
2021-06-05 01:28:51.191706,23,Police,360,5,00:59:46,0,34.0
2021-06-05 01:28:51.273247,24,Police,516,2,16:29:10,1,41.132118225097656
2021-06-05 01:28:51.315362,25,Szczecin,620,5,05:00:34,0,31.0
2021-06-05 01:28:51.411716,26,Szczecin,620,6,17:29:00,1,24.98488426208496
2021-06-05 01:28:51.512616,27,Radom,516,5,04:27:37,1,31.243812561035156
2021-06-05 01:28:51.567839,28,Radom,620,4,08:55:25,0,53.5
2021-06-05 01:28:51.611866,29,Kutno,360,0,11:56:55,0,56.5
2021-06-05 01:28:51.710750,30,Police,516,5,10:25:22,1,26.34501075744629
2021-06-05 01:28:51.761797,31,Radom,516,1,22:11:40,0,46.0
2021-06-05 01:28:51.863290,32,Radom,516,5,11:07:31,1,30.259151458740234
2021-06-05 01:28:51.971190,33,Mielec,360,4,14:34:31,1,89.11561584472656
2021-06-05 01:28:52.072177,34,Police,360,5,23:26:09,1,29.928678512573242
2021-06-05 01:28:52.176442,35,Konin,516,2,02:34:48,1,59.31689453125
2021-06-05 01:28:52.273529,36,Police,360,4,23:25:10,1,30.822242736816406
2021-06-05 01:28:52.386257,37,Radom,620,5,14:39:50,1,45.84937286376953
2021-06-05 01:28:52.448316,38,Warszawa,360,6,22:19:22,0,49.5
2021-06-05 01:28:52.510612,39,Mielec,516,4,11:33:32,0,54.5
2021-06-05 01:28:52.624848,40,Gdynia,360,2,09:33:03,1,54.067874908447266
2021-06-05 01:28:52.695182,41,Mielec,620,3,02:00:36,0,55.0
2021-06-05 01:28:52.803988,42,Warszawa,620,3,11:56:34,1,41.829505920410156
2021-06-05 01:28:52.864358,43,Gdynia,620,0,07:47:50,0,43.0
2021-06-05 01:28:52.922241,44,Kutno,620,1,12:27:10,0,43.0
2021-06-05 01:28:53.018749,45,Gdynia,620,0,05:23:58,1,62.45066452026367
2021-06-05 01:28:53.128589,46,Szczecin,620,1,18:56:49,1,24.902833938598633
2021-06-05 01:28:53.204814,47,Mielec,516,0,10:01:38,0,61.0
2021-06-05 01:28:53.322286,48,Szczecin,516,0,04:29:29,1,30.463083267211914
2021-06-05 01:28:53.394656,49,Police,516,6,02:02:37,0,27.0
2021-06-05 01:28:53.455650,50,Radom,620,4,11:34:51,0,53.5
2021-06-05 01:28:53.515170,51,Konin,516,2,00:38:15,0,47.0
2021-06-05 01:28:53.582721,52,Warszawa,360,0,05:30:36,0,60.0
2021-06-05 01:28:53.701577,53,Warszawa,360,1,02:53:50,1,34.866355895996094
2021-06-05 01:28:53.763042,54,Szczecin,360,1,09:11:18,0,34.0
2021-06-05 01:28:53.843360,55,Konin,620,4,03:56:34,0,45.5
2021-06-05 01:28:53.950855,56,Police,516,5,12:07:52,1,26.23818016052246
2021-06-05 01:28:54.081027,57,Warszawa,360,3,09:22:43,1,38.28842544555664
2021-06-05 01:28:54.201733,58,Police,620,2,16:10:04,1,41.868064880371094
2021-06-05 01:28:54.319665,59,Kutno,620,6,20:09:20,1,43.202545166015625
2021-06-05 01:28:54.454867,60,Radom,620,0,11:03:47,1,59.409584045410156
2021-06-05 01:28:54.582198,61,Warszawa,360,4,07:57:36,1,39.86205291748047
2021-06-05 01:28:54.713850,62,Szczecin,516,5,09:35:02,1,26.304838180541992
2021-06-05 01:28:54.795859,63,Mielec,516,3,13:46:06,0,51.0
2021-06-05 01:28:54.886213,64,Gdynia,516,6,00:32:14,0,29.5
2021-06-05 01:28:55.023930,65,Gdynia,516,2,12:11:53,1,49.812992095947266
2021-06-05 01:28:55.148554,66,Gdynia,360,0,00:40:30,1,71.09683990478516
2021-06-05 01:28:55.290631,67,Mielec,620,1,16:46:52,1,70.4765853881836
2021-06-05 01:28:55.432293,68,Mielec,620,5,00:20:24,1,80.51577758789062
2021-06-05 01:28:55.521459,69,Gdynia,360,2,17:24:13,0,45.0
2021-06-05 01:28:55.638292,70,Szczecin,620,4,17:14:54,1,26.793621063232422
2021-06-05 01:28:55.766648,71,Konin,620,6,19:03:10,1,48.109657287597656
2021-06-05 01:28:55.848805,72,Gdynia,516,3,03:21:42,0,30.0
2021-06-05 01:28:55.933176,73,Police,360,2,10:49:27,0,42.5
2021-06-05 01:28:56.052197,74,Warszawa,620,5,07:56:27,1,42.787227630615234
2021-06-05 01:28:56.163517,75,Szczecin,516,4,23:56:45,1,28.295408248901367
2021-06-05 01:28:56.181508,76,Kutno,516,3,01:14:25,0,40.5
2021-06-05 01:28:56.203091,77,Police,360,0,14:38:47,0,43.5
2021-06-05 01:28:56.216061,78,Konin,360,1,08:46:51,0,44.5
2021-06-05 01:28:56.275526,79,Konin,516,0,06:08:15,1,67.16947937011719
2021-06-05 01:28:56.301589,80,Police,620,0,18:46:02,0,40.0
2021-06-05 01:28:56.314602,81,Konin,360,5,09:17:17,0,44.5
2021-06-05 01:28:56.327568,82,Gdynia,516,0,10:31:17,0,39.0
2021-06-05 01:28:56.393608,83,Konin,620,2,07:14:50,1,58.873130798339844
2021-06-05 01:28:56.462925,84,Szczecin,620,5,21:20:55,1,24.507755279541016
2021-06-05 01:28:56.480605,85,Gdynia,516,4,00:41:10,0,33.5
2021-06-05 01:28:56.545914,86,Szczecin,360,6,19:16:48,1,30.72928810119629
2021-06-05 01:28:56.564149,87,Warszawa,516,6,14:03:59,0,42.5
2021-06-05 01:28:56.584086,88,Szczecin,516,6,06:59:28,0,27.5
2021-06-05 01:28:56.603733,89,Mielec,620,2,17:13:35,0,63.0
2021-06-05 01:28:56.618820,90,Police,620,6,10:39:21,0,30.0
2021-06-05 01:28:56.652728,91,Warszawa,360,0,03:58:05,0,60.0
2021-06-05 01:28:56.729848,92,Szczecin,516,0,01:06:35,1,30.177703857421875
