2021-06-05 01:43:00.187153,0,Mielec,516,5,21:40:56,1,80.2249984741211
2021-06-05 01:43:00.237337,1,Konin,620,2,09:19:51,1,57.34446334838867
2021-06-05 01:43:00.286519,2,Szczecin,360,2,06:41:12,1,47.819557189941406
2021-06-05 01:43:00.292896,3,Police,516,6,11:13:12,0,26.5
2021-06-05 01:43:00.298876,4,Warszawa,516,1,14:49:11,0,42.5
2021-06-05 01:43:00.303889,5,Gdynia,360,4,21:58:14,0,40.0
2021-06-05 01:43:00.309878,6,Szczecin,620,2,00:14:28,0,40.0
2021-06-05 01:43:00.362472,7,Gdynia,360,4,08:19:08,1,53.438682556152344
2021-06-05 01:43:00.371424,8,Gdynia,620,6,05:12:48,0,33.0
2021-06-05 01:43:00.376912,9,Radom,620,6,07:42:23,0,50.0
2021-06-05 01:43:00.382915,10,Mielec,516,3,12:51:00,0,51.0
2021-06-05 01:43:00.431989,11,Gdynia,620,0,01:21:44,1,61.70717239379883
2021-06-05 01:43:00.437685,12,Szczecin,516,1,02:22:44,0,27.5
2021-06-05 01:43:00.486626,13,Warszawa,620,3,06:49:08,1,42.81123352050781
2021-06-05 01:43:00.537854,14,Radom,620,5,05:41:12,1,47.486690521240234
2021-06-05 01:43:00.544852,15,Police,620,1,13:45:06,0,30.0
2021-06-05 01:43:00.592966,16,Mielec,516,5,10:02:36,1,79.51990509033203
2021-06-05 01:43:00.598487,17,Warszawa,516,0,13:40:18,0,52.5
2021-06-05 01:43:00.604083,18,Konin,516,5,01:50:29,0,38.0
2021-06-05 01:43:00.653851,19,Konin,360,1,02:32:18,1,53.607913970947266
2021-06-05 01:43:00.660593,20,Warszawa,516,2,12:22:19,0,51.5
2021-06-05 01:43:00.711636,21,Police,620,1,21:51:16,1,25.086023330688477
2021-06-05 01:43:00.717778,22,Kutno,360,4,18:46:07,0,50.5
2021-06-05 01:43:00.721899,23,Police,360,5,00:59:46,0,34.0
2021-06-05 01:43:00.729086,24,Police,516,2,16:29:10,0,35.5
2021-06-05 01:43:00.735031,25,Szczecin,620,5,05:00:34,0,31.0
2021-06-05 01:43:00.786892,26,Szczecin,620,6,17:29:00,1,24.98488426208496
2021-06-05 01:43:00.835790,27,Radom,516,5,04:27:37,1,31.243812561035156
2021-06-05 01:43:00.842749,28,Radom,620,4,08:55:25,0,53.5
2021-06-05 01:43:00.893813,29,Kutno,360,0,11:56:55,1,64.12711334228516
2021-06-05 01:43:00.942575,30,Police,516,5,10:25:22,1,26.34501075744629
2021-06-05 01:43:00.990241,31,Radom,516,1,22:11:40,1,31.409582138061523
2021-06-05 01:43:00.995988,32,Radom,516,5,11:07:31,0,46.0
2021-06-05 01:43:01.046878,33,Mielec,360,4,14:34:31,1,89.11561584472656
2021-06-05 01:43:01.052331,34,Police,360,5,23:26:09,0,33.5
2021-06-05 01:43:01.058295,35,Konin,516,2,02:34:48,0,47.0
2021-06-05 01:43:01.108013,36,Police,360,4,23:25:10,1,30.822242736816406
2021-06-05 01:43:01.167713,37,Radom,620,5,14:39:50,1,45.84937286376953
2021-06-05 01:43:01.218539,38,Warszawa,360,6,22:19:22,1,36.87740707397461
2021-06-05 01:43:01.267794,39,Mielec,516,4,11:33:32,1,98.3614273071289
2021-06-05 01:43:01.273781,40,Gdynia,360,2,09:33:03,0,45.0
2021-06-05 01:43:01.323326,41,Mielec,620,3,02:00:36,1,68.99662017822266
