0,1
1,1
2,1
3,0
4,0
5,0
6,0
7,1
8,0
9,0
10,0
11,1
12,0
13,1
14,1
15,0
16,1
17,0
18,0
19,1
20,0
21,1
22,0
23,0
24,0
25,0
26,1
27,1
28,0
29,1
30,1
31,1
32,0
33,1
34,0
35,0
36,1
37,1
38,1
39,1
40,0
41,1
42,1
43,1
44,0
45,1
46,0
47,1
48,0
49,1
50,0
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,0
59,1
60,0
61,1
62,0
63,0
64,0
65,1
66,0
67,0
68,0
69,1
70,0
71,0
72,0
73,0
74,0
75,1
76,1
77,0
78,0
79,0
80,1
81,0
82,0
83,1
84,0
85,1
86,1
87,0
88,0
89,0
90,1
91,0
92,1
93,0
94,0
95,0
96,1
97,0
98,1
99,1
100,1
101,1
102,1
103,0
104,1
105,0
106,0
107,1
108,0
109,1
110,1
111,0
112,1
113,1
114,0
115,0
116,0
117,0
118,0
119,1
120,0
121,0
122,0
123,1
124,1
125,1
126,1
127,0
128,0
129,1
130,1
131,0
132,0
133,1
134,0
135,1
136,1
137,0
138,1
139,0
140,0
141,0
142,1
143,0
144,1
145,1
146,0
147,0
148,0
149,0
150,1
151,0
152,1
153,1
154,1
155,1
156,1
157,0
158,0
159,1
160,0
161,0
162,0
163,0
164,1
165,1
166,0
167,1
168,1
169,0
170,0
171,1
172,1
173,0
174,1
175,0
176,0
177,1
178,1
179,1
180,0
181,1
182,0
183,0
184,1
185,1
186,1
187,0
188,1
189,1
190,1
191,0
192,0
193,0
194,1
195,1
196,1
197,1
198,0
199,0
200,0
201,0
202,1
203,0
204,0
205,0
206,1
207,0
208,0
209,0
210,0
211,1
212,0
213,0
214,0
215,1
216,1
217,0
218,1
219,0
220,0
221,0
222,1
223,1
224,1
225,0
226,0
227,1
228,0
229,0
230,1
231,1
232,1
233,0
234,1
235,0
236,1
237,0
238,1
239,0
240,0
241,0
242,0
243,1
244,0
245,1
246,1
247,1
248,1
249,0
250,1
251,0
252,0
253,1
254,0
255,1
256,0
257,1
258,0
259,1
260,0
261,1
262,0
263,1
264,0
265,1
266,1
267,1
268,0
269,1
270,1
271,1
272,0
273,0
274,0
275,0
276,0
277,1
278,0
279,0
280,1
281,1
282,0
283,1
284,1
285,1
286,1
287,1
288,0
289,1
290,0
291,1
292,1
293,1
294,0
295,0
296,0
297,1
298,0
299,0
300,1
301,0
302,1
303,0
304,1
305,0
306,1
307,0
308,0
309,0
310,1
311,0
312,1
313,0
314,1
315,0
316,1
317,1
318,0
319,1
320,1
321,0
322,1
323,1
324,1
325,1
326,0
327,0
328,1
329,0
330,0
331,1
332,1
333,0
334,0
335,1
336,0
337,0
338,1
339,1
340,1
341,0
342,1
343,0
344,1
345,1
346,1
347,0
348,0
349,0
350,0
351,1
352,0
353,1
354,1
355,0
356,0
357,0
358,1
359,0
360,1
361,1
362,1
363,1
364,1
365,0
366,0
367,1
368,1
369,1
370,1
371,0
372,1
373,1
374,1
375,0
376,0
377,1
378,0
379,0
380,1
381,0
382,0
383,0
384,0
385,1
386,1
387,0
388,0
389,1
390,1
391,0
392,0
393,1
394,1
395,1
396,0
397,0
398,1
399,1
400,1
401,1
402,1
403,1
404,1
405,0
406,1
407,0
408,1
409,0
410,1
411,0
412,1
413,1
414,1
415,1
416,1
417,1
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,1
427,1
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,1
441,1
442,1
443,1
444,0
445,1
446,1
447,1
448,1
449,1
450,1
451,0
452,0
453,0
454,0
455,0
456,1
457,0
458,0
459,1
460,0
461,1
462,0
463,0
464,1
465,0
466,1
467,0
468,1
469,0
470,1
471,1
472,0
473,1
474,0
475,0
476,0
477,0
478,1
479,1
480,0
481,0
482,0
483,0
484,0
485,1
486,1
487,1
488,1
489,1
490,0
491,0
492,0
493,1
494,1
495,1
496,0
497,0
498,0
499,1
500,0
501,1
502,1
503,1
504,0
505,1
506,0
507,1
508,0
509,0
510,0
511,1
512,0
513,0
514,1
515,1
516,1
517,1
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,1
526,1
527,1
528,1
529,0
530,0
531,1
532,0
533,0
534,0
535,0
536,1
537,1
538,0
539,1
540,1
541,0
542,0
543,1
544,1
545,1
546,0
547,1
548,1
549,0
550,0
551,1
552,1
553,0
554,0
555,0
556,0
557,0
558,0
559,1
560,0
561,0
562,1
563,0
564,0
565,1
566,1
567,0
568,1
569,1
570,0
571,0
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,0
581,1
582,0
583,1
584,1
585,1
586,1
587,1
588,0
589,1
590,1
591,0
592,1
593,0
594,1
595,1
596,1
597,1
598,0
599,1
600,0
601,1
602,0
603,0
604,0
605,1
606,1
607,0
608,0
609,0
610,0
611,0
612,1
613,0
614,0
615,0
616,0
617,1
618,0
619,0
620,1
621,1
622,0
623,0
624,0
625,1
626,0
627,1
628,0
629,1
630,1
631,0
632,1
633,0
634,1
635,1
636,1
637,0
638,0
639,0
640,0
641,0
642,1
643,0
644,0
645,0
646,0
647,0
648,1
649,0
650,1
651,0
652,0
653,1
654,0
655,0
656,1
657,0
658,0
659,0
660,0
661,1
662,0
663,1
664,0
665,0
666,1
667,0
668,1
669,0
670,0
671,1
672,0
673,1
674,0
675,1
676,0
677,0
678,1
679,0
680,1
681,0
682,0
683,0
684,1
685,1
686,0
687,0
688,0
689,1
690,0
691,0
692,0
693,1
694,0
695,0
696,1
697,0
698,1
699,0
700,0
701,0
702,0
703,1
704,1
705,1
706,1
707,0
708,1
709,1
710,0
711,0
712,1
713,1
714,0
715,0
716,1
717,0
718,0
719,1
720,0
721,1
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,1
731,0
732,0
733,1
734,1
735,0
736,1
737,0
738,1
739,0
740,1
741,1
742,1
743,0
744,1
745,0
746,1
747,0
748,1
749,0
750,1
751,0
752,0
753,1
754,0
755,1
756,1
757,0
758,1
759,0
760,1
761,1
762,1
763,0
764,1
765,0
766,0
767,1
768,1
769,1
770,0
771,1
772,0
773,0
774,0
775,0
776,1
777,0
778,0
779,0
780,1
781,1
782,1
783,1
784,0
785,1
786,0
787,0
788,0
789,1
790,1
791,0
792,0
793,0
794,1
795,0
796,1
797,1
798,1
799,1
800,1
801,0
802,0
803,1
804,1
805,0
806,1
807,0
808,1
809,1
810,0
811,0
812,0
813,1
